,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,1718,Bologna,Simone Romagnoli,ITA,DF,27,1990,6.2,0,1,0,0.0,0.16,0.0,0.0,,11.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ITA-Serie A,1718,Bologna,Simone Verdi,ITA,"FW,MF",25,1992,31.4,10,90,27,30.0,2.87,0.86,0.09,0.3,23.2,26,2,2,7.8,6.3,0.07,2.2,1.7
ITA-Serie A,1718,Bologna,Vasilis Torosidis,GRE,DF,32,1985,9.1,0,2,1,50.0,0.22,0.11,0.0,0.0,31.7,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,1718,Bologna,Ádám Nagy,HUN,MF,22,1995,7.9,1,1,1,100.0,0.13,0.13,1.0,1.0,14.3,0,0,0,0.1,0.1,0.06,0.9,0.9
ITA-Serie A,1718,Cagliari,Alessandro Deiola,ITA,MF,21,1995,5.0,0,10,1,10.0,2.0,0.2,0.0,0.0,24.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9
ITA-Serie A,1718,Cagliari,Alessio Cragno,ITA,GK,23,1994,28.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Cagliari,Andrea Cossu,ITA,"MF,FW",37,1980,2.7,0,2,1,50.0,0.74,0.37,0.0,0.0,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Artur Ioniță,MDA,MF,26,1990,29.7,0,26,8,30.8,0.88,0.27,0.0,0.0,19.9,0,0,0,2.1,2.1,0.08,-2.1,-2.1
ITA-Serie A,1718,Cagliari,Charalampos Lykogiannis,GRE,DF,23,1993,7.6,0,6,2,33.3,0.79,0.26,0.0,0.0,26.1,3,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Cagliari,Damir Ceter,COL,FW,19,1997,2.2,0,1,0,0.0,0.45,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Daniele Dessena,ITA,"MF,DF",30,1987,6.4,0,2,0,0.0,0.31,0.0,0.0,,18.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Diego Farias,BRA,"FW,MF",27,1990,17.9,1,43,16,37.2,2.41,0.89,0.02,0.06,17.9,0,0,1,4.7,3.9,0.09,-3.7,-2.9
ITA-Serie A,1718,Cagliari,Duje Čop,CRO,"FW,MF",27,1990,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Cagliari,Fabio Pisacane,ITA,DF,31,1986,21.4,0,5,1,20.0,0.23,0.05,0.0,0.0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Cagliari,Fabrizio Caligara,ITA,MF,17,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Cagliari,Filippo Romagna,ITA,DF,20,1997,21.0,0,4,1,25.0,0.19,0.05,0.0,0.0,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Gregory van der Wiel,NED,DF,29,1988,3.2,0,1,0,0.0,0.31,0.0,0.0,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,1718,Cagliari,Han Kwang-song,PRK,FW,18,1998,3.1,0,3,1,33.3,0.97,0.32,0.0,0.0,12.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ITA-Serie A,1718,Cagliari,João Pedro,ITA,"MF,FW",25,1992,18.4,5,39,10,25.6,2.12,0.54,0.1,0.4,21.5,7,1,1,3.9,3.2,0.08,1.1,0.8
ITA-Serie A,1718,Cagliari,Leandro Castán,BRA,DF,30,1986,12.7,0,1,0,0.0,0.08,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Leonardo Pavoletti,ITA,FW,28,1988,30.2,11,87,34,39.1,2.88,1.13,0.13,0.32,11.4,0,0,0,11.9,11.9,0.14,-0.9,-0.9
ITA-Serie A,1718,Cagliari,Luca Ceppitelli,ITA,DF,27,1989,24.7,3,10,5,50.0,0.4,0.2,0.3,0.6,9.7,0,0,0,1.1,1.1,0.11,1.9,1.9
ITA-Serie A,1718,Cagliari,Luca Cigarini,ITA,MF,31,1986,22.5,2,22,5,22.7,0.98,0.22,0.09,0.4,31.5,5,0,1,1.6,0.8,0.03,0.4,1.2
ITA-Serie A,1718,Cagliari,Luca Crosta,ITA,GK,19,1998,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Cagliari,Marco Andreolli,ITA,DF,31,1986,20.3,0,3,1,33.3,0.15,0.05,0.0,0.0,14.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,1718,Cagliari,Marco Capuano,ITA,DF,25,1991,7.7,0,2,0,0.0,0.26,0.0,0.0,,11.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Marco Sau,ITA,"FW,MF",29,1987,14.6,2,24,9,37.5,1.65,0.62,0.08,0.22,15.8,1,0,1,3.5,2.7,0.11,-1.5,-0.7
ITA-Serie A,1718,Cagliari,Niccolò Giannetti,ITA,"FW,DF",26,1991,3.3,0,5,1,20.0,1.54,0.31,0.0,0.0,8.8,0,0,0,1.2,1.2,0.26,-1.2,-1.2
ITA-Serie A,1718,Cagliari,Nicolò Barella,ITA,MF,20,1997,32.8,6,31,8,25.8,0.94,0.24,0.1,0.38,27.1,0,3,3,3.6,1.2,0.04,2.4,1.8
ITA-Serie A,1718,Cagliari,Paolo Faragò,ITA,DF,24,1993,27.3,2,29,7,24.1,1.06,0.26,0.07,0.29,15.5,0,0,0,3.0,3.0,0.1,-1.0,-1.0
ITA-Serie A,1718,Cagliari,Rafael,BRA,GK,35,1982,8.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Cagliari,Senna Miangue,BEL,"DF,FW",20,1997,8.9,0,3,0,0.0,0.34,0.0,0.0,,18.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,1718,Cagliari,Simone Padoin,ITA,"DF,MF",33,1984,34.5,1,15,2,13.3,0.44,0.06,0.07,0.5,22.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ITA-Serie A,1718,Chievo,Alessandro Gamberini,ITA,DF,35,1981,20.2,0,4,1,25.0,0.2,0.05,0.0,0.0,6.4,0,0,0,1.0,1.0,0.26,-1.0,-1.0
ITA-Serie A,1718,Chievo,Boštjan Cesar,SVN,DF,35,1982,6.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Chievo,Dario Dainelli,ITA,DF,38,1979,16.7,0,3,1,33.3,0.18,0.06,0.0,0.0,7.1,0,0,0,0.7,0.7,0.22,-0.7,-0.7
ITA-Serie A,1718,Chievo,Emanuele Giaccherini,ITA,"MF,FW",32,1985,10.0,3,6,4,66.7,0.6,0.4,0.5,0.75,20.9,1,0,0,0.3,0.3,0.05,2.7,2.7
ITA-Serie A,1718,Chievo,Fabio Depaoli,ITA,"DF,MF",20,1997,13.2,0,5,1,20.0,0.38,0.08,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,1718,Chievo,Fabrizio Cacciatore,ITA,DF,30,1986,31.9,2,21,10,47.6,0.66,0.31,0.1,0.2,18.6,0,0,0,1.2,1.2,0.06,0.8,0.8
ITA-Serie A,1718,Chievo,Gianluca Gaudino,GER,MF,20,1996,0.2,0,1,0,0.0,5.0,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,1718,Chievo,Ivan Radovanović,SRB,MF,28,1988,34.9,1,33,9,27.3,0.95,0.26,0.03,0.11,30.5,4,0,0,0.9,0.9,0.03,0.1,0.1
ITA-Serie A,1718,Chievo,Luca Garritano,ITA,"MF,FW",23,1994,2.1,0,4,1,25.0,1.9,0.48,0.0,0.0,21.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Chievo,Lucas Castro,ARG,MF,28,1989,22.1,3,39,15,38.5,1.77,0.68,0.08,0.2,16.4,0,0,0,3.4,3.4,0.09,-0.4,-0.4
ITA-Serie A,1718,Chievo,Manuel Pucciarelli,ITA,"FW,MF",26,1991,15.3,2,26,8,30.8,1.7,0.52,0.08,0.25,18.5,0,0,0,2.2,2.2,0.08,-0.2,-0.2
ITA-Serie A,1718,Chievo,Mariusz Stępiński,POL,FW,22,1995,7.9,5,19,8,42.1,2.4,1.01,0.26,0.63,15.6,0,0,0,2.2,2.2,0.12,2.8,2.8
ITA-Serie A,1718,Chievo,Massimo Gobbi,ITA,DF,36,1980,22.8,0,6,0,0.0,0.26,0.0,0.0,,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Chievo,Mattia Bani,ITA,DF,23,1993,14.6,0,3,0,0.0,0.21,0.0,0.0,,8.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,1718,Chievo,Mehdi Léris,ALG,"MF,FW",19,1998,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Chievo,Nenad Tomović,SRB,DF,29,1987,25.6,0,15,2,13.3,0.59,0.08,0.0,0.0,9.8,0,0,0,2.1,2.1,0.14,-2.1,-2.1
ITA-Serie A,1718,Chievo,Nicola Rigoni,ITA,MF,26,1990,10.4,0,12,1,8.3,1.16,0.1,0.0,0.0,22.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ITA-Serie A,1718,Chievo,Paweł Jaroszyński,POL,DF,22,1994,9.0,0,1,0,0.0,0.11,0.0,0.0,,25.9,0,0,0,0.0,0.0,0.05,0.0,0.0
ITA-Serie A,1718,Chievo,Përparim Hetemaj,FIN,MF,30,1986,26.8,3,33,9,27.3,1.23,0.34,0.09,0.33,21.3,0,0,0,3.5,3.5,0.1,-0.5,-0.5
ITA-Serie A,1718,Chievo,Riccardo Meggiorini,ITA,FW,31,1985,8.7,0,11,4,36.4,1.26,0.46,0.0,0.0,15.5,0,0,0,1.3,1.3,0.12,-1.3,-1.3
ITA-Serie A,1718,Chievo,Roberto Inglese,ITA,FW,25,1991,30.9,12,74,35,47.3,2.39,1.13,0.15,0.31,13.8,0,1,2,8.8,7.3,0.1,3.2,3.7
ITA-Serie A,1718,Chievo,Samuel Bastien,COD,MF,20,1996,15.1,1,15,4,26.7,1.0,0.27,0.07,0.25,23.4,0,0,0,0.9,0.9,0.06,0.1,0.1
ITA-Serie A,1718,Chievo,Sergio Pellissier,ITA,FW,38,1979,6.2,1,10,1,10.0,1.61,0.16,0.1,1.0,9.7,0,0,0,2.1,2.1,0.21,-1.1,-1.1
ITA-Serie A,1718,Chievo,Stefano Sorrentino,ITA,GK,38,1979,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Chievo,Valter Birsa,SVN,"MF,FW",30,1986,27.8,3,48,17,35.4,1.73,0.61,0.06,0.18,23.7,5,0,0,2.3,2.3,0.05,0.7,0.7
ITA-Serie A,1718,Crotone,Adrian Stoian,ROU,"MF,FW",26,1991,23.7,2,20,6,30.0,0.84,0.25,0.1,0.33,21.7,0,0,0,1.6,1.0,0.05,0.4,1.0
ITA-Serie A,1718,Crotone,Ahmad Benali,LBY,MF,25,1992,9.0,1,5,3,60.0,0.55,0.33,0.2,0.33,11.8,0,0,0,0.9,0.9,0.18,0.1,0.1
ITA-Serie A,1718,Crotone,Aleksandar Tonev,BUL,"FW,MF",27,1990,4.5,0,10,3,30.0,2.24,0.67,0.0,0.0,25.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ITA-Serie A,1718,Crotone,Alex Cordaz,ITA,GK,34,1983,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Crotone,Andrea Barberis,ITA,MF,23,1993,33.7,2,23,8,34.8,0.68,0.24,0.09,0.25,24.5,9,0,0,1.5,1.5,0.07,0.5,0.5
ITA-Serie A,1718,Crotone,Andrea Nalini,ITA,"FW,MF",27,1990,18.2,0,20,9,45.0,1.1,0.49,0.0,0.0,19.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1
ITA-Serie A,1718,Crotone,Ante Budimir,CRO,FW,26,1991,17.6,6,30,16,53.3,1.7,0.91,0.2,0.38,11.3,0,0,0,5.3,5.3,0.18,0.7,0.7
ITA-Serie A,1718,Crotone,Aristóteles Romero,VEN,"MF,FW",21,1995,1.0,0,1,0,0.0,1.05,0.0,0.0,,9.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,1718,Crotone,Arlind Ajeti,ALB,DF,23,1993,14.1,0,8,0,0.0,0.57,0.0,0.0,,19.5,0,0,0,0.9,0.9,0.12,-0.9,-0.9
ITA-Serie A,1718,Crotone,Bruno Martella,ITA,DF,24,1992,29.1,1,24,6,25.0,0.83,0.21,0.04,0.17,28.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1
ITA-Serie A,1718,Crotone,Daniel Pavlović,BIH,DF,29,1988,8.4,0,4,1,25.0,0.47,0.12,0.0,0.0,31.1,2,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,1718,Crotone,Davide Faraoni,ITA,"DF,MF",25,1991,19.5,2,13,4,30.8,0.67,0.21,0.15,0.5,18.9,0,0,0,1.2,1.2,0.09,0.8,0.8
ITA-Serie A,1718,Crotone,Federico Ceccherini,ITA,DF,25,1992,35.9,1,16,4,25.0,0.45,0.11,0.06,0.25,15.5,0,0,0,1.6,1.6,0.1,-0.6,-0.6
ITA-Serie A,1718,Crotone,Federico Ricci,ITA,FW,23,1994,10.2,1,25,8,32.0,2.44,0.78,0.04,0.13,19.8,0,0,0,1.8,1.8,0.07,-0.8,-0.8
ITA-Serie A,1718,Crotone,Giovanni Crociata,ITA,"MF,FW",19,1997,3.2,1,9,3,33.3,2.79,0.93,0.11,0.33,20.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2
ITA-Serie A,1718,Crotone,Leandro Cabrera,URU,DF,26,1991,4.1,0,3,0,0.0,0.74,0.0,0.0,,13.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,1718,Crotone,Marcello Trotta,ITA,FW,24,1992,25.1,7,62,23,37.1,2.47,0.92,0.08,0.22,19.5,0,2,3,6.9,4.6,0.07,0.1,0.4
ITA-Serie A,1718,Crotone,Marco Capuano,ITA,DF,25,1991,15.6,0,1,1,100.0,0.06,0.06,0.0,0.0,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,1718,Crotone,Marco Tumminello,ITA,FW,18,1998,2.3,3,8,6,75.0,3.55,2.66,0.38,0.5,18.5,0,0,0,1.0,1.0,0.13,2.0,2.0
ITA-Serie A,1718,Crotone,Marcus Rohdén,SWE,MF,26,1991,18.1,2,21,7,33.3,1.16,0.39,0.1,0.29,22.8,0,0,0,1.6,1.6,0.08,0.4,0.4
ITA-Serie A,1718,Crotone,Mariano Julio Izco,ARG,MF,34,1983,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Crotone,Mario Sampirisi,ITA,DF,24,1992,24.4,0,3,0,0.0,0.12,0.0,0.0,,22.6,0,0,0,0.3,0.3,0.1,-0.3,-0.3
ITA-Serie A,1718,Crotone,Moussa Diaby,FRA,MF,18,1999,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Crotone,Niccolò Zanellato,ITA,MF,19,1998,0.8,0,2,0,0.0,2.4,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,1718,Crotone,Noë Dussenne,BEL,FW,25,1992,0.9,0,1,0,0.0,1.07,0.0,0.0,,10.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
ITA-Serie A,1718,Crotone,Oliver Kragl,GER,MF,27,1990,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Crotone,Rolando Mandragora,ITA,MF,20,1997,36.0,2,34,9,26.5,0.94,0.25,0.06,0.22,26.1,1,0,0,1.9,1.9,0.06,0.1,0.1
ITA-Serie A,1718,Crotone,Simeon Nwankwo,NGA,FW,25,1992,13.5,7,33,11,33.3,2.44,0.81,0.21,0.64,14.3,0,0,0,4.2,4.2,0.13,2.8,2.8
ITA-Serie A,1718,Crotone,Stefan Simić,CZE,DF,22,1995,6.2,0,2,1,50.0,0.32,0.16,0.0,0.0,10.2,0,0,0,0.2,0.2,0.1,-0.2,-0.2
ITA-Serie A,1718,Fiorentina,Bartłomiej Drągowski,POL,GK,19,1997,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Fiorentina,Bruno Gaspar,ANG,DF,24,1993,8.7,0,1,0,0.0,0.12,0.0,0.0,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,1718,Fiorentina,Bryan Dabo,BFA,MF,25,1992,6.6,1,3,1,33.3,0.46,0.15,0.33,1.0,20.6,0,0,0,0.3,0.3,0.11,0.7,0.7
ITA-Serie A,1718,Fiorentina,Carlos Sánchez,COL,"MF,DF",31,1986,4.1,1,5,2,40.0,1.22,0.49,0.2,0.5,19.2,0,0,0,0.8,0.8,0.17,0.2,0.2
ITA-Serie A,1718,Fiorentina,Cristiano Biraghi,ITA,DF,24,1992,33.1,1,35,6,17.1,1.06,0.18,0.03,0.17,21.8,7,0,0,1.6,1.6,0.05,-0.6,-0.6
ITA-Serie A,1718,Fiorentina,Cyril Théréau,FRA,"FW,MF",34,1983,12.4,5,28,9,32.1,2.27,0.73,0.07,0.22,20.3,0,3,3,5.6,3.3,0.12,-0.6,-1.3
ITA-Serie A,1718,Fiorentina,Davide Astori,ITA,DF,30,1987,25.0,1,9,2,22.2,0.36,0.08,0.11,0.5,9.1,0,0,0,1.0,1.0,0.11,0.0,0.0
ITA-Serie A,1718,Fiorentina,Diego Falcinelli,ITA,FW,26,1991,4.9,0,14,4,28.6,2.86,0.82,0.0,0.0,15.5,0,0,0,1.3,1.3,0.09,-1.3,-1.3
ITA-Serie A,1718,Fiorentina,Federico Chiesa,ITA,"FW,MF",19,1997,33.5,6,109,30,27.5,3.26,0.9,0.06,0.2,19.7,0,0,0,7.0,7.0,0.06,-1.0,-1.0
ITA-Serie A,1718,Fiorentina,Germán Pezzella,ARG,DF,26,1991,33.1,1,25,5,20.0,0.76,0.15,0.04,0.2,14.6,0,0,0,2.4,2.4,0.1,-1.4,-1.4
ITA-Serie A,1718,Fiorentina,Gil Bastião Dias,POR,"FW,MF",20,1996,13.2,2,31,10,32.3,2.34,0.76,0.06,0.2,17.7,0,0,0,1.8,1.8,0.06,0.2,0.2
ITA-Serie A,1718,Fiorentina,Giovanni Simeone,ARG,FW,22,1995,33.3,14,107,37,34.6,3.21,1.11,0.13,0.38,15.1,0,0,0,14.3,14.3,0.13,-0.3,-0.3
ITA-Serie A,1718,Fiorentina,Jordan Veretout,FRA,MF,24,1993,35.7,8,59,16,27.1,1.65,0.45,0.1,0.38,26.4,11,2,3,5.4,3.0,0.05,2.6,3.0
ITA-Serie A,1718,Fiorentina,Khouma Babacar,SEN,FW,24,1993,5.0,4,21,11,52.4,4.22,2.21,0.1,0.18,18.7,0,2,2,3.9,2.4,0.11,0.1,-0.4
ITA-Serie A,1718,Fiorentina,Marco Benassi,ITA,"MF,FW",22,1994,30.9,5,70,26,37.1,2.26,0.84,0.07,0.19,21.6,0,0,0,4.0,4.0,0.06,1.0,1.0
ITA-Serie A,1718,Fiorentina,Marco Sportiello,ITA,GK,25,1992,35.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Fiorentina,Maximiliano Olivera,URU,DF,25,1992,4.6,0,3,1,33.3,0.66,0.22,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,1718,Fiorentina,Milan Badelj,CRO,MF,28,1989,26.1,2,33,6,18.2,1.26,0.23,0.06,0.33,21.5,0,0,0,2.0,2.0,0.06,0.0,0.0
ITA-Serie A,1718,Fiorentina,Nenad Tomović,SRB,DF,29,1987,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Fiorentina,Nikola Milenković,SRB,DF,19,1997,13.9,0,9,1,11.1,0.65,0.07,0.0,0.0,15.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ITA-Serie A,1718,Fiorentina,Rafik Zekhnini,NOR,FW,19,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Fiorentina,Riccardo Saponara,ITA,"MF,FW",25,1991,10.0,0,21,6,28.6,2.1,0.6,0.0,0.0,20.9,0,0,0,1.0,1.0,0.05,-1.0,-1.0
ITA-Serie A,1718,Fiorentina,Sebastián Cristóforo,URU,MF,23,1993,3.0,0,2,0,0.0,0.67,0.0,0.0,,26.3,1,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,1718,Fiorentina,Simone Lo Faso,ITA,FW,19,1998,0.4,0,2,0,0.0,5.0,0.0,0.0,,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,1718,Fiorentina,Valentin Eysseric,FRA,"FW,MF",25,1992,7.8,1,15,3,20.0,1.91,0.38,0.07,0.33,18.0,1,0,0,0.8,0.8,0.05,0.2,0.2
ITA-Serie A,1718,Fiorentina,Vincent Laurini,FRA,DF,28,1989,17.9,0,1,0,0.0,0.06,0.0,0.0,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,1718,Fiorentina,Vitor Hugo,BRA,DF,26,1991,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,12.4,0,0,0,0.5,0.5,0.07,0.5,0.5
ITA-Serie A,1718,Genoa,Adel Taarabt,MAR,"FW,MF",28,1989,17.9,2,33,11,33.3,1.84,0.61,0.06,0.18,21.2,0,0,0,1.5,1.5,0.05,0.5,0.5
ITA-Serie A,1718,Genoa,Aleandro Rosi,ITA,DF,30,1987,18.9,0,14,3,21.4,0.74,0.16,0.0,0.0,17.7,0,0,0,1.1,1.1,0.08,-1.1,-1.1
ITA-Serie A,1718,Genoa,Andrea Bertolacci,ITA,MF,26,1991,32.2,1,15,2,13.3,0.47,0.06,0.07,0.5,18.0,0,0,0,0.9,0.9,0.06,0.1,0.1
ITA-Serie A,1718,Genoa,Andrey Galabinov,BUL,FW,28,1988,12.5,3,33,14,42.4,2.63,1.12,0.06,0.14,16.9,1,1,1,3.7,2.9,0.09,-0.7,-0.9
ITA-Serie A,1718,Genoa,Armando Izzo,ITA,DF,25,1992,15.4,1,3,1,33.3,0.19,0.06,0.33,1.0,10.7,0,0,0,0.9,0.9,0.3,0.1,0.1
ITA-Serie A,1718,Genoa,Daniel Bessa,ITA,MF,24,1993,4.9,2,4,2,50.0,0.82,0.41,0.5,1.0,5.8,0,0,0,1.8,1.8,0.45,0.2,0.2
ITA-Serie A,1718,Genoa,Darko Lazović,SRB,"DF,MF",26,1990,13.8,0,9,2,22.2,0.65,0.14,0.0,0.0,16.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,1718,Genoa,Davide Biraschi,ITA,DF,23,1994,20.0,0,4,0,0.0,0.2,0.0,0.0,,18.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6
ITA-Serie A,1718,Genoa,Diego Laxalt,URU,DF,24,1993,31.2,3,31,6,19.4,0.99,0.19,0.1,0.5,18.2,0,0,0,1.5,1.5,0.05,1.5,1.5
ITA-Serie A,1718,Genoa,Eddie Salcedo,ITA,FW,15,2001,0.4,0,2,2,100.0,5.29,5.29,0.0,0.0,17.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,1718,Genoa,Ervin Zukanović,BIH,DF,30,1987,31.9,0,23,3,13.0,0.72,0.09,0.0,0.0,14.8,2,0,0,1.7,1.7,0.07,-1.7,-1.7
ITA-Serie A,1718,Genoa,Eugenio Lamanna,ITA,GK,27,1989,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Genoa,Federico Ricci,ITA,MF,23,1994,2.4,0,3,1,33.3,1.24,0.41,0.0,0.0,30.2,0,0,0,0.4,0.4,0.13,-0.4,-0.4
ITA-Serie A,1718,Genoa,Francesco Migliore,ITA,DF,29,1988,3.7,0,1,0,0.0,0.27,0.0,0.0,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,1718,Genoa,Gianluca Lapadula,PER,FW,27,1990,16.6,6,49,7,14.3,2.95,0.42,0.06,0.43,13.7,0,3,4,10.5,7.3,0.15,-4.5,-4.3
ITA-Serie A,1718,Genoa,Giuseppe Rossi,ITA,"FW,MF",30,1987,2.9,1,12,2,16.7,4.15,0.69,0.08,0.5,14.6,0,0,0,2.1,2.1,0.17,-1.1,-1.1
ITA-Serie A,1718,Genoa,Goran Pandev,MKD,"FW,MF",34,1983,20.0,5,44,20,45.5,2.2,1.0,0.11,0.25,16.8,1,0,0,4.4,4.4,0.1,0.6,0.6
ITA-Serie A,1718,Genoa,Isaac Cofie,GHA,MF,25,1991,6.6,0,5,0,0.0,0.76,0.0,0.0,,23.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Genoa,Iuri Medeiros,POR,"FW,MF",23,1994,7.1,2,20,7,35.0,2.81,0.98,0.1,0.29,21.3,1,0,0,0.9,0.9,0.04,1.1,1.1
ITA-Serie A,1718,Genoa,Jawad El Yamiq,MAR,DF,25,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,,25.5,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,1718,Genoa,Luca Rigoni,ITA,MF,32,1984,17.5,2,19,11,57.9,1.09,0.63,0.11,0.18,13.0,0,0,0,5.5,5.5,0.29,-3.5,-3.5
ITA-Serie A,1718,Genoa,Luca Rossettini,ITA,DF,32,1985,22.5,0,11,5,45.5,0.49,0.22,0.0,0.0,10.3,0,0,0,1.0,1.0,0.09,-1.0,-1.0
ITA-Serie A,1718,Genoa,Mattia Perin,ITA,GK,24,1992,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Genoa,Miguel Veloso,POR,MF,31,1986,19.3,1,28,6,21.4,1.45,0.31,0.04,0.17,27.6,5,0,0,1.0,1.0,0.04,0.0,0.0
ITA-Serie A,1718,Genoa,Nicolás Spolli,ARG,DF,34,1983,20.0,0,7,0,0.0,0.35,0.0,0.0,,9.2,0,0,0,0.7,0.7,0.1,-0.7,-0.7
ITA-Serie A,1718,Genoa,Oscar Hiljemark,SWE,MF,25,1992,14.2,0,12,4,33.3,0.84,0.28,0.0,0.0,17.7,1,0,0,1.1,1.1,0.1,-1.1,-1.1
