,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,1718,Genoa,Pedro Pereira,POR,DF,19,1998,4.2,0,1,0,0.0,0.24,0.0,0.0,,21.9,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,1718,Genoa,Petar Brlek,CRO,MF,23,1994,2.6,0,3,1,33.3,1.16,0.39,0.0,0.0,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,1718,Genoa,Pietro Pellegri,ITA,FW,16,2001,3.1,2,8,2,25.0,2.55,0.64,0.25,1.0,15.0,0,0,0,0.9,0.9,0.11,1.1,1.1
ITA-Serie A,1718,Genoa,Raffaele Palladino,ITA,"MF,FW",33,1984,2.6,0,4,4,100.0,1.56,1.56,0.0,0.0,14.9,0,0,0,0.9,0.9,0.23,-0.9,-0.9
ITA-Serie A,1718,Genoa,Ricardo Centurión,ARG,"MF,FW",24,1993,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Genoa,Santiago Gentiletti,ARG,DF,32,1985,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Genoa,Stephane Omeonga,BEL,"MF,DF",21,1996,8.9,0,14,4,28.6,1.58,0.45,0.0,0.0,21.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ITA-Serie A,1718,Hellas Verona,Alessio Cerci,ITA,FW,30,1987,18.2,3,41,12,29.3,2.26,0.66,0.05,0.17,20.0,4,1,1,3.3,2.5,0.06,-0.3,-0.5
ITA-Serie A,1718,Hellas Verona,Alex Ferrari,ITA,DF,23,1994,23.7,1,8,1,12.5,0.34,0.04,0.13,1.0,21.8,0,0,0,0.8,0.8,0.1,0.2,0.2
ITA-Serie A,1718,Hellas Verona,Andrea Danzi,ITA,MF,18,1999,4.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Antonio Caracciolo,ITA,DF,27,1990,31.7,2,16,2,12.5,0.5,0.06,0.13,1.0,14.1,0,0,0,1.6,1.6,0.1,0.4,0.4
ITA-Serie A,1718,Hellas Verona,Bruno Petković,CRO,FW,22,1994,10.2,0,14,4,28.6,1.37,0.39,0.0,0.0,17.8,2,0,0,0.8,0.8,0.06,-0.8,-0.8
ITA-Serie A,1718,Hellas Verona,Bruno Zuculini,ARG,MF,24,1993,13.5,2,7,2,28.6,0.52,0.15,0.29,1.0,16.3,0,0,0,1.1,1.1,0.16,0.9,0.9
ITA-Serie A,1718,Hellas Verona,Daniel Bessa,ITA,"MF,FW",24,1993,15.4,1,14,4,28.6,0.91,0.26,0.07,0.25,23.4,0,0,0,1.0,1.0,0.07,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Daniele Verde,ITA,"FW,MF",21,1996,21.7,2,37,11,29.7,1.7,0.51,0.05,0.18,27.0,7,0,0,2.3,2.3,0.06,-0.3,-0.3
ITA-Serie A,1718,Hellas Verona,Deian Boldor,ROU,DF,22,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Enrico Bearzotti,ITA,"DF,FW",20,1996,4.6,0,4,1,25.0,0.88,0.22,0.0,0.0,31.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,1718,Hellas Verona,Franco Zuculini,ARG,"MF,FW",26,1990,3.7,0,4,2,50.0,1.09,0.55,0.0,0.0,24.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Hellas Verona,Giampaolo Pazzini,ITA,FW,32,1984,11.0,4,12,3,25.0,1.09,0.27,0.0,0.0,21.1,0,4,4,3.9,0.7,0.06,0.1,-0.7
ITA-Serie A,1718,Hellas Verona,Gian Filippo Felicioli,ITA,"MF,DF",19,1997,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Jagoš Vuković,SRB,DF,29,1988,14.8,1,3,1,33.3,0.2,0.07,0.33,1.0,14.1,0,0,0,0.2,0.2,0.08,0.8,0.8
ITA-Serie A,1718,Hellas Verona,Lee Seung-woo,KOR,"MF,FW",19,1998,4.0,1,11,3,27.3,2.77,0.75,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6
ITA-Serie A,1718,Hellas Verona,Marcel Büchel,LIE,MF,26,1991,18.8,0,9,2,22.2,0.48,0.11,0.0,0.0,29.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,1718,Hellas Verona,Marco Fossati,ITA,MF,24,1992,12.2,0,10,1,10.0,0.82,0.08,0.0,0.0,27.2,1,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,1718,Hellas Verona,Marco Silvestri,ITA,GK,26,1991,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Martín Cáceres,URU,DF,30,1987,12.9,3,15,5,33.3,1.16,0.39,0.2,0.6,14.4,0,0,0,2.0,2.0,0.15,1.0,1.0
ITA-Serie A,1718,Hellas Verona,Matteo Bianchetti,ITA,DF,24,1993,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Mattia Valoti,ITA,"MF,FW",23,1993,17.5,3,21,9,42.9,1.2,0.51,0.14,0.33,14.4,0,0,0,3.6,3.6,0.17,-0.6,-0.6
ITA-Serie A,1718,Hellas Verona,Mattia Zaccagni,ITA,"MF,FW",22,1995,1.7,0,3,1,33.3,1.78,0.59,0.0,0.0,13.1,0,0,0,0.5,0.5,0.18,-0.5,-0.5
ITA-Serie A,1718,Hellas Verona,Mohamed Fares,ALG,"DF,MF",21,1996,28.9,0,33,5,15.2,1.14,0.17,0.0,0.0,21.7,0,0,0,1.8,1.8,0.06,-1.8,-1.8
ITA-Serie A,1718,Hellas Verona,Moise Kean,ITA,FW,17,2000,12.6,4,35,10,28.6,2.79,0.8,0.11,0.4,16.0,0,0,0,4.9,4.9,0.16,-0.9,-0.9
ITA-Serie A,1718,Hellas Verona,Nícolas Andrade,BRA,GK,29,1988,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Rolando Aarons,ENG,"MF,FW",21,1995,5.7,0,3,0,0.0,0.52,0.0,0.0,,17.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,1718,Hellas Verona,Ryder Matos,BRA,"FW,MF",24,1993,10.9,0,16,4,25.0,1.47,0.37,0.0,0.0,19.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,1718,Hellas Verona,Rômulo,ITA,"MF,DF",30,1987,35.2,3,27,6,22.2,0.77,0.17,0.04,0.17,22.5,5,2,2,3.9,2.3,0.09,-0.9,-1.3
ITA-Serie A,1718,Hellas Verona,Samuel Souprayen,FRA,DF,28,1989,17.6,0,5,0,0.0,0.28,0.0,0.0,,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,1718,Hellas Verona,Simone Calvano,ITA,MF,24,1993,7.2,0,5,0,0.0,0.7,0.0,0.0,,22.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,1718,Hellas Verona,Thomas Heurtaux,FRA,DF,29,1988,15.5,0,1,0,0.0,0.06,0.0,0.0,,17.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,1718,Hellas Verona,Ľubomír Tupta,SVK,"MF,FW",19,1998,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Inter,Andrea Pinamonti,ITA,FW,18,1999,0.2,0,1,0,0.0,6.43,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,1718,Inter,Andrea Ranocchia,ITA,DF,29,1988,7.0,2,7,3,42.9,1.0,0.43,0.29,0.67,8.6,0,0,0,0.8,0.8,0.11,1.2,1.2
ITA-Serie A,1718,Inter,Antonio Candreva,ITA,FW,30,1987,28.2,0,73,23,31.5,2.59,0.82,0.0,0.0,22.1,2,0,0,4.0,4.0,0.06,-4.0,-4.0
ITA-Serie A,1718,Inter,Borja Valero,ESP,MF,32,1985,28.5,2,18,8,44.4,0.63,0.28,0.11,0.25,17.0,0,0,0,1.5,1.5,0.08,0.5,0.5
ITA-Serie A,1718,Inter,Dalbert Henrique,BRA,DF,23,1993,5.9,0,6,1,16.7,1.02,0.17,0.0,0.0,30.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,1718,Inter,Danilo D'Ambrosio,ITA,DF,28,1988,33.1,2,18,6,33.3,0.54,0.18,0.11,0.33,13.4,0,0,0,2.7,2.7,0.19,-0.7,-0.7
ITA-Serie A,1718,Inter,Davide Santon,ITA,DF,26,1991,9.3,0,7,2,28.6,0.75,0.22,0.0,0.0,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ITA-Serie A,1718,Inter,Ivan Perišić,CRO,FW,28,1989,36.8,11,116,38,32.8,3.15,1.03,0.09,0.29,17.4,2,0,0,8.6,8.6,0.07,2.4,2.4
ITA-Serie A,1718,Inter,João Cancelo,POR,DF,23,1994,20.6,1,12,1,8.3,0.58,0.05,0.08,1.0,23.5,2,0,0,0.4,0.4,0.03,0.6,0.6
ITA-Serie A,1718,Inter,João Mário,POR,"MF,FW",24,1993,6.2,0,12,3,25.0,1.95,0.49,0.0,0.0,19.3,1,0,0,1.3,1.3,0.11,-1.3,-1.3
ITA-Serie A,1718,Inter,Lisandro López,ARG,DF,27,1989,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Inter,Marcelo Brozović,CRO,MF,24,1992,21.4,4,45,14,31.1,2.1,0.65,0.09,0.29,23.0,4,0,0,2.2,2.2,0.05,1.8,1.8
ITA-Serie A,1718,Inter,Matías Vecino,URU,MF,25,1991,23.7,3,40,14,35.0,1.68,0.59,0.08,0.21,18.7,0,0,0,3.2,3.2,0.08,-0.2,-0.2
ITA-Serie A,1718,Inter,Mauro Icardi,ARG,FW,24,1993,32.9,29,94,46,48.9,2.86,1.4,0.24,0.5,13.7,1,6,7,21.2,15.7,0.17,7.8,7.3
ITA-Serie A,1718,Inter,Milan Škriniar,SVK,DF,22,1995,38.0,4,21,10,47.6,0.55,0.26,0.19,0.4,12.3,0,0,0,3.2,3.2,0.15,0.8,0.8
ITA-Serie A,1718,Inter,Miranda,BRA,DF,32,1984,30.3,0,9,1,11.1,0.3,0.03,0.0,0.0,10.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ITA-Serie A,1718,Inter,Rafinha,BRA,MF,24,1993,11.6,2,15,8,53.3,1.29,0.69,0.13,0.25,17.5,0,0,0,1.4,1.4,0.1,0.6,0.6
ITA-Serie A,1718,Inter,Roberto Gagliardini,ITA,MF,23,1994,22.1,0,21,2,9.5,0.95,0.09,0.0,0.0,18.0,0,0,0,1.5,1.5,0.07,-1.5,-1.5
ITA-Serie A,1718,Inter,Samir Handanović,SVN,GK,33,1984,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Inter,Yann Karamoh,FRA,"FW,MF",19,1998,5.4,1,19,5,26.3,3.5,0.92,0.05,0.2,19.4,0,0,0,2.2,2.2,0.11,-1.2,-1.2
ITA-Serie A,1718,Inter,Yuto Nagatomo,JPN,DF,30,1986,8.8,0,4,1,25.0,0.46,0.11,0.0,0.0,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,1718,Inter,Éder,ITA,"FW,MF",30,1986,8.9,3,27,9,33.3,3.04,1.01,0.11,0.33,18.1,2,0,0,2.7,2.7,0.1,0.3,0.3
ITA-Serie A,1718,Juventus,Alex Sandro,BRA,DF,26,1991,23.5,4,18,7,38.9,0.77,0.3,0.22,0.57,15.9,0,0,0,1.6,1.6,0.09,2.4,2.4
ITA-Serie A,1718,Juventus,Andrea Barzagli,ITA,DF,36,1981,16.1,0,1,0,0.0,0.06,0.0,0.0,,22.8,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,1718,Juventus,Benedikt Höwedes,GER,DF,29,1988,2.7,1,2,1,50.0,0.73,0.36,0.5,1.0,6.1,0,0,0,0.6,0.6,0.3,0.4,0.4
ITA-Serie A,1718,Juventus,Blaise Matuidi,FRA,MF,30,1987,26.2,3,24,7,29.2,0.92,0.27,0.13,0.43,16.3,0,0,0,2.4,2.4,0.1,0.6,0.6
ITA-Serie A,1718,Juventus,Carlo Pinsoglio,ITA,GK,27,1990,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Juventus,Claudio Marchisio,ITA,MF,31,1986,9.1,0,12,4,33.3,1.32,0.44,0.0,0.0,28.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,1718,Juventus,Daniele Rugani,ITA,DF,23,1994,21.5,2,9,3,33.3,0.42,0.14,0.22,0.67,11.7,0,0,0,1.0,1.0,0.11,1.0,1.0
ITA-Serie A,1718,Juventus,Douglas Costa,BRA,"FW,MF",26,1990,19.9,4,36,15,41.7,1.81,0.75,0.11,0.27,19.7,2,0,0,3.0,3.0,0.08,1.0,1.0
ITA-Serie A,1718,Juventus,Federico Bernardeschi,ITA,"FW,MF",23,1994,9.4,4,27,11,40.7,2.87,1.17,0.15,0.36,19.8,2,0,0,2.8,2.8,0.1,1.2,1.2
ITA-Serie A,1718,Juventus,Gianluigi Buffon,ITA,GK,39,1978,20.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Juventus,Giorgio Chiellini,ITA,DF,32,1984,24.0,0,10,2,20.0,0.42,0.08,0.0,0.0,14.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ITA-Serie A,1718,Juventus,Gonzalo Higuaín,ARG,FW,29,1987,31.3,16,100,38,38.0,3.2,1.21,0.15,0.39,17.1,2,1,2,11.8,10.2,0.1,4.2,4.8
ITA-Serie A,1718,Juventus,Juan Cuadrado,COL,"FW,MF",29,1988,15.0,4,27,8,29.6,1.8,0.53,0.15,0.5,16.3,0,0,0,3.9,3.9,0.15,0.1,0.1
ITA-Serie A,1718,Juventus,Kwadwo Asamoah,GHA,DF,28,1988,17.4,0,7,1,14.3,0.4,0.06,0.0,0.0,25.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,1718,Juventus,Mario Mandžukić,CRO,FW,31,1986,25.8,5,50,20,40.0,1.94,0.77,0.1,0.25,12.9,0,0,0,5.8,5.8,0.12,-0.8,-0.8
ITA-Serie A,1718,Juventus,Mattia De Sciglio,ITA,DF,24,1992,10.8,1,5,1,20.0,0.46,0.09,0.2,1.0,24.8,0,0,0,0.1,0.1,0.03,0.9,0.9
ITA-Serie A,1718,Juventus,Medhi Benatia,MAR,DF,30,1987,19.5,2,13,4,30.8,0.67,0.21,0.15,0.5,11.1,0,0,0,2.5,2.5,0.2,-0.5,-0.5
ITA-Serie A,1718,Juventus,Miralem Pjanić,BIH,MF,27,1990,27.6,5,52,16,30.8,1.88,0.58,0.1,0.31,25.0,17,0,0,2.4,2.4,0.05,2.6,2.6
ITA-Serie A,1718,Juventus,Paulo Dybala,ARG,"MF,FW",23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,21.8,18,3,5,12.2,8.3,0.08,9.8,10.7
ITA-Serie A,1718,Juventus,Rodrigo Bentancur,URU,MF,20,1997,6.5,0,5,2,40.0,0.77,0.31,0.0,0.0,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,1718,Juventus,Sami Khedira,GER,MF,30,1987,21.2,9,31,17,54.8,1.46,0.8,0.29,0.53,16.8,0,0,0,3.7,3.7,0.12,5.3,5.3
ITA-Serie A,1718,Juventus,Stefano Sturaro,ITA,"MF,DF",24,1993,6.8,0,5,1,20.0,0.73,0.15,0.0,0.0,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,1718,Juventus,Stephan Lichtsteiner,SUI,DF,33,1984,18.9,0,3,0,0.0,0.16,0.0,0.0,,30.5,0,0,1,0.9,0.1,0.03,-0.9,-0.1
ITA-Serie A,1718,Juventus,Wojciech Szczęsny,POL,GK,27,1990,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Lazio,Adam Marušić,MNE,DF,24,1992,28.0,3,39,15,38.5,1.39,0.54,0.08,0.2,17.8,0,0,0,3.1,3.1,0.08,-0.1,-0.1
ITA-Serie A,1718,Lazio,Alessandro Murgia,ITA,MF,20,1996,8.6,0,11,3,27.3,1.27,0.35,0.0,0.0,21.0,0,0,0,0.8,0.8,0.07,-0.8,-0.8
ITA-Serie A,1718,Lazio,Bastos,ANG,DF,26,1991,15.6,4,9,4,44.4,0.58,0.26,0.44,1.0,12.5,0,0,0,2.9,2.9,0.32,1.1,1.1
ITA-Serie A,1718,Lazio,Ciro Immobile,ITA,FW,27,1990,29.8,29,102,46,45.1,3.42,1.54,0.22,0.48,16.9,0,7,8,20.7,14.4,0.14,8.3,7.6
ITA-Serie A,1718,Lazio,Davide Di Gennaro,ITA,MF,29,1988,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Lazio,Dušan Basta,SRB,DF,32,1984,8.6,0,10,3,30.0,1.16,0.35,0.0,0.0,18.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,1718,Lazio,Felipe Anderson,BRA,"FW,MF",24,1993,12.9,4,26,10,38.5,2.01,0.77,0.15,0.4,19.4,1,0,0,2.8,2.8,0.11,1.2,1.2
ITA-Serie A,1718,Lazio,Felipe Caicedo,ECU,"FW,MF",28,1988,8.0,3,17,8,47.1,2.13,1.0,0.18,0.38,12.9,0,0,0,3.9,3.9,0.23,-0.9,-0.9
ITA-Serie A,1718,Lazio,Jordan Lukaku,BEL,DF,23,1994,15.1,1,6,3,50.0,0.4,0.2,0.17,0.33,15.2,0,0,0,1.2,1.2,0.2,-0.2,-0.2
ITA-Serie A,1718,Lazio,Lucas Leiva,BRA,MF,30,1987,32.0,2,27,9,33.3,0.84,0.28,0.07,0.22,16.0,0,0,0,2.7,2.7,0.1,-0.7,-0.7
ITA-Serie A,1718,Lazio,Luis Alberto,ESP,"FW,MF",24,1992,29.7,11,79,23,29.1,2.66,0.78,0.13,0.43,22.3,9,1,2,7.2,5.7,0.07,3.8,4.3
ITA-Serie A,1718,Lazio,Luiz Felipe,ITA,DF,20,1997,13.0,0,2,0,0.0,0.15,0.0,0.0,,16.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2
ITA-Serie A,1718,Lazio,Marco Parolo,ITA,MF,32,1985,29.0,4,55,12,21.8,1.9,0.41,0.07,0.33,16.7,0,0,0,5.3,5.3,0.1,-1.3,-1.3
ITA-Serie A,1718,Lazio,Martín Cáceres,URU,DF,30,1987,4.9,1,4,1,25.0,0.82,0.2,0.25,1.0,12.1,0,0,0,0.5,0.5,0.13,0.5,0.5
ITA-Serie A,1718,Lazio,Maurício,BRA,DF,28,1988,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Lazio,Nani,POR,"FW,MF",30,1986,4.3,3,14,8,57.1,3.26,1.86,0.21,0.38,22.2,1,0,0,1.2,1.2,0.09,1.8,1.8
ITA-Serie A,1718,Lazio,Patric,ESP,DF,24,1993,6.6,0,2,1,50.0,0.3,0.15,0.0,0.0,18.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,1718,Lazio,Senad Lulić,BIH,"DF,MF",31,1986,27.0,3,16,7,43.8,0.59,0.26,0.13,0.29,20.8,0,1,1,2.0,1.2,0.08,1.0,0.8
ITA-Serie A,1718,Lazio,Sergej Milinković-Savić,SRB,MF,22,1995,31.6,12,91,34,37.4,2.88,1.08,0.13,0.35,19.7,5,0,0,6.4,6.4,0.07,5.6,5.6
ITA-Serie A,1718,Lazio,Simone Palombi,ITA,FW,21,1996,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Lazio,Stefan de Vrij,NED,DF,25,1992,33.7,6,14,7,50.0,0.42,0.21,0.43,0.86,12.8,0,0,0,2.1,2.1,0.15,3.9,3.9
ITA-Serie A,1718,Lazio,Thomas Strakosha,ALB,GK,22,1995,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Lazio,Wallace,BRA,DF,22,1994,11.1,0,9,1,11.1,0.81,0.09,0.0,0.0,23.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ITA-Serie A,1718,Lazio,Ștefan Radu,ROU,DF,30,1986,28.8,0,9,4,44.4,0.31,0.14,0.0,0.0,17.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,1718,Milan,Alessio Romagnoli,ITA,DF,22,1995,26.1,2,10,5,50.0,0.38,0.19,0.2,0.4,14.5,0,0,0,1.1,1.1,0.12,0.9,0.9
ITA-Serie A,1718,Milan,Andrea Conti,ITA,DF,23,1994,1.7,0,1,0,0.0,0.57,0.0,0.0,,12.7,0,0,0,0.0,0.0,0.05,0.0,0.0
ITA-Serie A,1718,Milan,André Silva,POR,FW,21,1995,10.4,2,35,10,28.6,3.35,0.96,0.06,0.2,12.8,0,0,0,3.8,3.8,0.11,-1.8,-1.8
ITA-Serie A,1718,Milan,Cristián Zapata,COL,DF,30,1986,11.0,0,4,1,25.0,0.36,0.09,0.0,0.0,10.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ITA-Serie A,1718,Milan,Davide Calabria,ITA,DF,20,1996,17.4,1,8,4,50.0,0.46,0.23,0.13,0.25,20.5,0,0,0,0.8,0.8,0.09,0.2,0.2
ITA-Serie A,1718,Milan,Emanuele Torrasi,ITA,MF,18,1999,0.1,0,,0,,,0.0,,,,,0,0,,,,,
ITA-Serie A,1718,Milan,Emanuele Torrasi,ITA,MF,18,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Milan,Fabio Borini,ITA,"DF,FW",26,1991,17.9,2,37,14,37.8,2.07,0.78,0.05,0.14,19.3,0,0,0,2.0,2.0,0.05,0.0,0.0
ITA-Serie A,1718,Milan,Franck Kessié,CIV,MF,20,1996,36.3,5,71,19,26.8,1.96,0.52,0.03,0.11,19.1,0,3,4,7.5,4.4,0.06,-2.5,-2.4
ITA-Serie A,1718,Milan,Giacomo Bonaventura,ITA,MF,27,1989,28.2,8,63,29,46.0,2.23,1.03,0.13,0.28,20.2,1,0,0,4.1,4.1,0.07,3.9,3.9
ITA-Serie A,1718,Milan,Gianluigi Donnarumma,ITA,GK,18,1999,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Milan,Hakan Çalhanoğlu,TUR,"FW,MF",23,1994,24.1,6,86,28,32.6,3.56,1.16,0.07,0.21,21.8,10,0,0,5.2,5.2,0.06,0.8,0.8
ITA-Serie A,1718,Milan,Ignazio Abate,ITA,DF,30,1986,11.7,1,4,2,50.0,0.34,0.17,0.25,0.5,17.1,0,0,0,0.2,0.2,0.04,0.8,0.8
ITA-Serie A,1718,Milan,José Mauri,ITA,MF,21,1996,0.1,0,1,1,100.0,6.92,6.92,0.0,0.0,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,1718,Milan,Leonardo Bonucci,ITA,DF,30,1987,34.3,2,23,6,26.1,0.67,0.18,0.09,0.33,19.1,0,0,0,2.4,2.4,0.1,-0.4,-0.4
ITA-Serie A,1718,Milan,Luca Antonelli,ITA,"DF,FW",30,1987,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Milan,Lucas Biglia,ARG,MF,31,1986,22.7,1,21,4,19.0,0.93,0.18,0.05,0.25,25.0,0,0,0,0.8,0.8,0.04,0.2,0.2
ITA-Serie A,1718,Milan,Manuel Locatelli,ITA,MF,19,1998,7.6,0,11,5,45.5,1.45,0.66,0.0,0.0,27.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,1718,Milan,Mateo Musacchio,ARG,DF,26,1990,13.4,0,3,0,0.0,0.22,0.0,0.0,,11.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ITA-Serie A,1718,Milan,Nikola Kalinić,CRO,FW,29,1988,20.1,6,49,21,42.9,2.43,1.04,0.12,0.29,12.2,0,0,0,8.6,8.6,0.17,-2.6,-2.6
ITA-Serie A,1718,Milan,Patrick Cutrone,ITA,FW,19,1998,16.7,10,45,20,44.4,2.69,1.2,0.22,0.5,11.5,0,0,0,7.8,7.8,0.19,2.2,2.2
ITA-Serie A,1718,Milan,Ricardo Rodríguez,SUI,DF,24,1992,33.4,1,28,6,21.4,0.84,0.18,0.0,0.0,27.1,1,1,2,2.3,0.8,0.03,-1.3,-0.8
ITA-Serie A,1718,Milan,Riccardo Montolivo,ITA,MF,32,1985,12.1,1,12,2,16.7,0.99,0.17,0.08,0.5,24.6,0,0,0,0.6,0.6,0.05,0.4,0.4
ITA-Serie A,1718,Milan,Suso,ESP,"FW,MF",23,1993,31.4,6,94,37,39.4,2.99,1.18,0.06,0.16,24.3,12,0,0,4.3,4.3,0.05,1.7,1.7
ITA-Serie A,1718,Napoli,Adam Ounas,ALG,FW,20,1996,1.1,0,5,1,20.0,4.69,0.94,0.0,0.0,23.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,1718,Napoli,Allan,BRA,MF,26,1991,31.7,4,37,12,32.4,1.17,0.38,0.11,0.33,22.6,0,0,0,3.8,3.8,0.1,0.2,0.2
ITA-Serie A,1718,Napoli,Amadou Diawara,GUI,MF,20,1997,7.3,1,6,3,50.0,0.82,0.41,0.17,0.33,28.0,0,0,0,0.2,0.2,0.03,0.8,0.8
ITA-Serie A,1718,Napoli,Arkadiusz Milik,POL,"FW,MF",23,1994,5.0,5,23,13,56.5,4.62,2.61,0.22,0.38,15.4,0,0,0,4.5,4.5,0.19,0.5,0.5
ITA-Serie A,1718,Napoli,Christian Maggio,ITA,DF,35,1982,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,1718,Napoli,Dries Mertens,BEL,FW,30,1987,33.4,18,123,42,34.1,3.69,1.26,0.11,0.33,18.4,13,4,5,17.9,14.0,0.11,0.1,0.0
ITA-Serie A,1718,Napoli,Elseid Hysaj,ALB,DF,23,1994,34.7,0,11,2,18.2,0.32,0.06,0.0,0.0,21.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,1718,Napoli,Emanuele Giaccherini,ITA,"FW,MF",32,1985,0.7,0,1,0,0.0,1.41,0.0,0.0,,16.5,0,0,0,0.0,0.0,0.04,0.0,0.0
